1,0,BR
1,1,CR
1,2,LKLY
1,3,LU
1,4,GI
1,5,GY
1,6,PR
1,7,GU
1,8,HN
1,9,PU
1,10,SK
1,11,SA
1,12,TH
1,13,NE
1,14,CX
1,15,OO
1,16,EE
